,is_canceled,stays_in_week_nights,stays_in_weekend_nights,previous_cancellations,booking_changes,deposit_type,required_car_parking_spaces,total_of_special_requests,meal,previous_bookings_not_canceled,Booking_id
1376,1,3,2,0,0,No Deposit,0,2,HB,0,474
1394,0,2,0,0,0,No Deposit,1,3,BB,0,475
1397,0,2,0,0,1,No Deposit,0,1,FB,0,476
1400,1,2,1,0,1,No Deposit,0,2,BB,0,477
1401,0,2,1,0,1,No Deposit,0,0,HB,0,478
1402,1,2,1,0,0,No Deposit,0,0,HB,0,479
1407,0,2,1,0,1,No Deposit,0,2,BB,0,480
1410,1,2,0,0,0,No Deposit,0,2,HB,0,481
1411,0,2,2,0,1,No Deposit,0,2,FB,0,482
1416,1,4,2,0,1,No Deposit,0,1,HB,0,483
1430,0,1,1,0,0,No Deposit,1,2,BB,0,484
1433,0,1,0,0,0,No Deposit,0,0,HB,0,485
1434,0,2,2,0,1,No Deposit,0,1,HB,0,486
1438,0,3,2,0,1,No Deposit,1,2,HB,0,487
1440,0,4,2,0,5,No Deposit,0,0,BB,0,488
1446,0,0,2,0,1,No Deposit,1,4,BB,0,489
1447,0,0,2,0,0,No Deposit,1,3,BB,0,490
1449,0,1,2,0,0,No Deposit,1,0,HB,0,491
1463,1,8,4,0,0,No Deposit,0,0,BB,0,492
1466,0,1,1,0,0,No Deposit,0,1,HB,0,493
1476,0,3,1,0,3,No Deposit,0,0,HB,0,494
1484,0,8,3,0,0,No Deposit,0,3,BB,0,495
1487,0,3,0,0,0,No Deposit,0,0,HB,0,496
1494,0,4,0,0,0,No Deposit,0,2,HB,0,497
1496,0,4,0,0,2,No Deposit,0,0,FB,0,498
1497,0,5,0,0,1,No Deposit,0,0,HB,0,499
1511,0,6,2,0,2,No Deposit,0,1,BB,0,500
1514,0,8,2,0,0,No Deposit,1,0,HB,0,501
1515,0,10,2,0,0,No Deposit,0,2,BB,0,502
1518,1,2,0,0,0,No Deposit,0,3,HB,0,503
1519,1,2,0,0,2,No Deposit,0,0,BB,0,504
1528,0,2,0,0,1,No Deposit,0,0,BB,0,505
1534,0,3,0,0,2,No Deposit,0,2,HB,0,506
1535,0,3,0,0,1,No Deposit,0,0,BB,0,507
1546,0,7,2,0,0,No Deposit,1,2,BB,0,508
1547,0,7,2,0,0,No Deposit,1,0,BB,0,509
1548,0,7,2,0,1,No Deposit,0,3,HB,0,510
1553,1,8,2,0,0,No Deposit,0,0,BB,0,511
1559,0,2,0,0,0,Refundable,1,0,BB,0,512
1560,0,2,0,0,1,No Deposit,1,0,HB,0,513
1569,0,2,1,0,0,No Deposit,1,2,BB,0,514
1571,0,2,2,0,2,No Deposit,0,0,BB,0,515
1572,0,2,2,0,1,No Deposit,0,2,HB,0,516
1576,0,7,2,0,1,No Deposit,0,0,BB,0,517
1577,0,7,3,0,0,No Deposit,1,0,HB,0,518
1581,1,1,0,0,0,No Deposit,0,0,FB,0,519
1585,0,4,2,0,0,No Deposit,0,2,FB,0,520
1597,1,5,2,0,1,No Deposit,0,2,BB,0,521
1598,0,5,2,0,1,No Deposit,1,0,FB,0,522
1603,1,6,3,0,1,No Deposit,0,2,HB,0,523
1606,0,6,4,0,2,No Deposit,0,2,BB,0,524
1607,0,10,4,0,0,No Deposit,1,1,BB,0,525
1610,0,0,2,0,0,No Deposit,0,1,HB,0,526
1611,1,0,2,0,0,No Deposit,0,3,BB,0,527
1612,0,1,2,0,2,No Deposit,0,1,BB,0,528
1614,1,0,1,0,1,No Deposit,0,0,HB,0,529
1615,1,0,1,0,0,No Deposit,0,1,BB,0,530
1625,0,4,2,0,1,No Deposit,0,0,BB,0,531
1626,0,4,2,0,1,No Deposit,0,3,BB,0,532
1633,0,5,2,0,1,No Deposit,1,3,BB,0,533
1640,0,6,4,0,0,No Deposit,0,0,HB,0,534
1646,0,4,1,0,1,No Deposit,0,0,HB,0,535
1648,0,4,1,0,3,No Deposit,0,0,BB,0,536
1649,0,4,1,0,2,No Deposit,0,2,HB,0,537
1655,0,33,13,0,17,No Deposit,0,1,SC,0,538
1661,1,3,0,0,1,No Deposit,0,0,BB,0,539
1684,0,4,2,0,1,No Deposit,0,2,BB,0,540
1685,0,4,2,0,1,No Deposit,1,2,BB,0,541
1688,1,7,2,0,1,No Deposit,0,2,BB,0,542
1706,0,2,0,0,1,No Deposit,0,1,BB,0,543
1719,0,8,2,0,0,No Deposit,1,1,BB,0,544
1743,0,2,2,0,0,No Deposit,1,2,BB,0,545
1745,1,2,2,0,2,No Deposit,0,1,BB,0,546
1747,1,4,2,0,2,No Deposit,0,2,HB,0,547
1754,0,12,6,0,0,No Deposit,0,0,HB,0,548
1757,1,0,2,0,0,No Deposit,0,0,BB,0,549
1758,1,1,2,0,1,No Deposit,0,1,BB,0,550
1771,0,5,3,0,0,No Deposit,0,1,BB,0,551
1772,0,7,4,0,0,No Deposit,0,2,BB,0,552
1774,0,8,4,0,0,No Deposit,0,0,BB,0,553
1780,0,4,1,0,0,No Deposit,1,1,BB,0,554
1781,0,4,1,0,2,No Deposit,1,2,HB,0,555
1789,0,10,4,0,1,No Deposit,1,0,HB,0,556
1790,0,20,8,0,0,No Deposit,0,0,HB,0,557
1793,1,4,0,0,1,No Deposit,0,0,BB,0,558
1802,0,10,4,0,1,No Deposit,0,0,BB,0,559
1803,1,11,4,0,0,No Deposit,0,0,BB,0,560
1815,0,3,0,0,0,No Deposit,1,1,BB,0,561
1825,0,4,1,0,1,No Deposit,1,2,BB,0,562
1861,0,2,1,0,1,No Deposit,1,0,BB,0,563
1865,0,3,2,0,1,No Deposit,0,2,HB,0,564
1871,0,1,1,0,0,No Deposit,0,0,HB,0,565
1888,0,6,4,0,1,No Deposit,0,2,HB,0,566
1901,0,7,4,0,1,No Deposit,0,0,BB,0,567
1902,0,7,4,0,0,No Deposit,0,0,HB,0,568
1903,0,7,4,0,0,No Deposit,0,1,BB,0,569
1916,0,2,1,0,1,No Deposit,0,1,BB,0,570
1926,0,6,3,0,0,No Deposit,0,0,BB,0,571
1935,0,5,2,0,0,No Deposit,0,3,BB,0,572
1937,0,5,2,0,0,No Deposit,1,3,BB,0,573
1940,0,6,2,0,2,No Deposit,1,1,BB,0,574
1941,1,8,2,0,3,No Deposit,0,0,BB,0,575
1942,0,1,0,0,1,No Deposit,0,0,HB,0,576
1955,0,6,2,0,1,No Deposit,0,1,BB,0,577
1971,0,1,0,0,4,No Deposit,0,1,SC,0,578
1976,0,2,0,0,1,No Deposit,0,1,HB,0,579
1979,0,2,0,0,1,No Deposit,1,1,HB,0,580
1984,1,5,2,0,0,No Deposit,0,3,BB,0,581
1988,0,6,2,0,0,No Deposit,1,1,BB,0,582
1992,1,1,1,0,0,No Deposit,0,3,BB,0,583
1993,1,1,1,0,0,No Deposit,0,4,BB,0,584
1998,1,1,2,0,0,No Deposit,0,2,BB,0,585
2023,0,6,4,0,1,No Deposit,0,0,HB,0,586
2042,0,5,3,0,0,No Deposit,1,2,BB,0,587
2044,0,9,3,0,0,No Deposit,0,0,BB,0,588
2051,1,5,2,0,3,No Deposit,0,0,FB,0,589
2056,0,6,2,0,0,No Deposit,0,3,BB,0,590
2059,0,10,2,0,0,No Deposit,0,2,HB,0,591
2060,0,1,0,0,1,No Deposit,0,1,BB,0,592
2076,0,4,2,0,0,No Deposit,1,2,HB,0,593
2097,0,3,2,0,1,No Deposit,0,1,HB,0,594
2115,1,2,1,0,1,No Deposit,0,0,BB,0,595
2129,0,6,2,0,0,No Deposit,1,3,BB,0,596
2133,1,1,0,0,0,Non Refund,0,0,BB,0,597
2148,0,2,2,0,0,No Deposit,0,0,HB,0,598
2155,0,1,2,0,0,No Deposit,1,1,BB,0,599
2156,0,1,2,0,0,No Deposit,0,1,HB,0,600
2163,0,5,2,0,3,No Deposit,0,0,BB,0,601
2170,0,0,1,0,0,No Deposit,0,0,HB,0,602
2173,1,0,2,0,0,No Deposit,0,0,HB,0,603
2179,0,6,4,0,1,No Deposit,0,1,BB,0,604
2181,1,8,4,0,0,Non Refund,0,0,BB,0,605
2209,1,6,3,0,0,No Deposit,0,2,HB,0,606
2214,1,9,3,0,0,No Deposit,0,0,BB,0,607
2224,0,3,0,0,1,No Deposit,0,0,SC,0,608
2227,0,5,1,0,0,No Deposit,1,0,BB,0,609
2228,1,5,2,0,1,No Deposit,0,0,BB,0,610
2240,0,2,0,0,0,No Deposit,0,2,FB,0,611
2258,1,1,0,0,2,No Deposit,0,1,BB,0,612
2260,0,3,0,0,3,No Deposit,0,0,BB,0,613
2268,0,3,0,0,2,No Deposit,0,0,BB,0,614
2271,0,3,0,0,1,No Deposit,1,2,BB,0,615
2277,0,3,1,0,0,No Deposit,1,1,BB,0,616
2285,0,8,4,0,2,No Deposit,0,0,BB,0,617
2292,0,2,0,0,2,No Deposit,0,1,BB,0,618
2297,1,2,1,0,0,Non Refund,0,0,FB,0,619
2325,0,2,1,0,0,No Deposit,0,3,BB,0,620
2350,1,1,0,0,4,No Deposit,0,0,BB,0,621
2353,0,1,1,0,1,No Deposit,0,2,HB,0,622
2356,0,1,1,0,1,No Deposit,0,0,HB,0,623
2361,0,1,1,0,0,No Deposit,1,3,BB,0,624
2368,1,5,2,0,0,Non Refund,0,0,BB,0,625
2383,0,6,3,0,0,No Deposit,0,1,BB,0,626
2384,0,15,6,0,1,No Deposit,0,1,HB,0,627
2388,0,0,1,0,2,No Deposit,0,0,BB,0,628
2392,0,0,2,0,1,No Deposit,1,1,BB,0,629
2393,0,0,2,0,0,No Deposit,0,2,BB,0,630
2396,1,0,1,0,1,No Deposit,0,0,BB,0,631
2407,0,5,4,0,0,No Deposit,0,0,SC,0,632
2409,0,0,0,0,0,No Deposit,0,0,SC,0,633
2414,0,1,1,0,1,No Deposit,0,1,BB,0,634
2421,0,5,3,0,1,No Deposit,0,0,BB,0,635
2440,0,3,0,0,1,No Deposit,1,0,BB,0,636
2443,0,0,0,0,1,No Deposit,0,3,BB,0,637
2445,0,0,0,0,2,No Deposit,0,3,BB,0,638
2447,0,1,0,0,2,No Deposit,0,0,BB,0,639
2448,0,1,0,0,0,No Deposit,0,3,HB,0,640
2461,1,3,2,0,1,No Deposit,0,3,BB,0,641
2462,1,3,2,0,0,No Deposit,0,3,BB,0,642
2486,0,4,1,0,0,No Deposit,0,0,HB,0,643
2515,1,8,3,0,0,No Deposit,0,0,BB,0,644
2516,0,12,5,0,0,No Deposit,0,0,HB,0,645
2529,1,9,2,0,0,No Deposit,0,2,BB,0,646
2537,0,2,0,0,2,No Deposit,0,0,HB,0,647
2541,0,3,0,0,0,No Deposit,1,3,BB,0,648
2546,1,4,2,0,1,No Deposit,0,1,BB,0,649
2560,0,3,2,0,1,No Deposit,1,2,BB,0,650
2568,0,3,1,0,0,No Deposit,2,2,BB,0,651
2577,0,3,1,0,1,No Deposit,1,1,BB,0,652
2588,0,3,1,0,2,No Deposit,0,0,BB,0,653
2593,0,2,0,0,2,No Deposit,0,0,BB,0,654
2616,0,11,4,0,2,No Deposit,0,0,BB,0,655
2620,0,2,1,0,4,No Deposit,0,0,BB,0,656
2693,1,2,1,0,1,No Deposit,0,1,BB,0,657
2695,0,4,1,0,1,No Deposit,0,2,BB,0,658
2696,1,14,5,0,0,No Deposit,0,3,BB,0,659
2697,0,15,7,0,2,No Deposit,0,0,BB,0,660
2698,1,16,7,0,0,Non Refund,0,0,BB,0,661
2710,0,2,0,0,0,No Deposit,0,2,HB,0,662
2721,0,1,0,0,2,No Deposit,0,0,HB,0,663
2735,0,3,0,0,1,No Deposit,0,2,BB,0,664
2737,0,3,0,0,2,No Deposit,0,2,BB,0,665
2743,0,1,0,0,1,No Deposit,0,2,BB,0,666
2751,0,2,0,0,1,No Deposit,0,3,BB,0,667
2822,0,1,1,0,1,No Deposit,0,0,BB,0,668
2825,0,1,2,0,1,No Deposit,0,1,BB,0,669
2826,1,2,2,0,1,No Deposit,0,2,HB,0,670
2839,0,0,1,0,1,No Deposit,0,1,BB,0,671
2841,0,3,2,0,0,No Deposit,0,0,HB,0,672
2848,0,5,1,0,1,No Deposit,0,1,BB,0,673
2852,1,11,5,0,0,No Deposit,0,0,BB,0,674
2866,1,3,0,0,1,No Deposit,0,2,BB,0,675
2877,0,10,2,0,2,No Deposit,0,0,BB,0,676
2878,0,10,3,0,2,No Deposit,0,0,BB,0,677
2879,0,10,3,0,1,No Deposit,0,0,BB,0,678
2881,0,10,3,0,6,No Deposit,0,0,BB,0,679
2890,1,9,2,0,1,No Deposit,0,0,BB,0,680
2891,1,9,2,0,0,No Deposit,0,0,BB,0,681
2892,0,9,2,0,3,No Deposit,0,0,BB,0,682
2896,0,4,2,0,1,No Deposit,0,2,HB,0,683
2898,0,8,2,0,1,No Deposit,0,0,BB,0,684
2900,0,8,2,0,2,No Deposit,0,0,BB,0,685
2910,1,2,2,0,1,No Deposit,0,0,BB,0,686
2913,0,7,4,0,2,No Deposit,0,0,BB,0,687
2916,0,7,4,0,3,No Deposit,0,0,BB,0,688
2918,0,7,2,0,2,No Deposit,1,0,BB,0,689
2919,0,0,0,0,0,No Deposit,0,3,BB,0,690
2928,0,1,1,0,1,No Deposit,1,1,HB,0,691
2929,0,1,2,0,0,No Deposit,1,3,HB,0,692
2937,1,6,2,0,0,No Deposit,0,1,HB,0,693
2942,0,6,2,0,2,No Deposit,0,0,BB,0,694
2954,0,6,2,0,2,No Deposit,1,0,BB,0,695
2958,1,0,2,0,0,No Deposit,0,1,HB,0,696
2959,0,0,2,0,1,No Deposit,1,1,HB,0,697
2960,1,0,2,0,1,No Deposit,0,2,HB,0,698
2962,0,4,2,0,0,No Deposit,1,0,BB,0,699
2965,0,5,2,0,2,No Deposit,0,0,BB,0,700
2974,0,0,1,0,0,No Deposit,0,2,BB,0,701
2977,0,1,1,0,1,No Deposit,1,0,BB,0,702
2980,0,2,1,0,2,No Deposit,0,1,HB,0,703
2982,0,3,1,0,1,No Deposit,1,1,HB,0,704
2983,1,5,1,0,3,No Deposit,0,0,BB,0,705
2988,1,5,2,0,4,No Deposit,0,0,BB,0,706
2997,0,5,0,0,2,No Deposit,1,0,BB,0,707
3002,0,4,0,0,4,No Deposit,1,0,BB,0,708
3009,0,4,0,0,1,No Deposit,0,0,BB,0,709
3012,0,4,0,0,1,No Deposit,1,1,BB,0,710
3014,0,4,0,0,3,No Deposit,0,0,BB,0,711
3021,0,4,0,0,4,No Deposit,0,0,BB,0,712
3022,0,4,0,0,1,No Deposit,0,1,BB,0,713
3037,0,2,0,0,3,No Deposit,0,0,BB,0,714
3051,0,3,0,0,4,No Deposit,0,0,BB,0,715
3062,0,3,0,0,2,No Deposit,1,0,BB,0,716
3064,1,3,1,0,1,No Deposit,0,0,BB,0,717
3068,0,2,0,0,4,No Deposit,0,0,BB,0,718
3069,0,0,0,0,1,No Deposit,0,2,BB,0,719
3086,1,5,3,0,1,No Deposit,0,0,HB,0,720
3087,1,10,4,0,0,No Deposit,0,2,BB,0,721
3096,1,3,1,0,0,No Deposit,0,3,BB,0,722
3099,1,15,6,0,0,No Deposit,0,1,BB,0,723
3100,0,0,0,0,0,No Deposit,1,1,BB,0,724
3106,0,4,2,0,0,No Deposit,0,0,Undefined,0,725
3118,0,4,2,0,1,No Deposit,0,0,Undefined,0,726
3137,0,3,0,0,1,No Deposit,0,2,HB,0,727
3138,0,3,1,0,0,No Deposit,1,0,BB,0,728
3142,1,10,4,0,0,No Deposit,0,0,HB,0,729
3164,0,2,0,0,1,No Deposit,1,2,BB,0,730
3180,1,2,1,0,0,No Deposit,0,2,HB,0,731
3181,0,2,1,0,0,No Deposit,0,0,SC,0,732
3182,1,2,1,0,1,No Deposit,0,0,HB,0,733
3205,0,1,0,0,1,No Deposit,1,3,HB,0,734
3206,0,1,0,0,3,No Deposit,0,0,BB,0,735
3207,0,1,0,0,0,No Deposit,0,1,HB,0,736
3208,0,1,0,0,3,No Deposit,1,3,HB,0,737
3225,0,1,0,0,2,No Deposit,0,2,HB,0,738
3242,0,5,0,0,0,No Deposit,0,0,HB,0,739
3267,1,1,1,0,1,No Deposit,0,1,BB,0,740
3268,0,3,1,0,0,No Deposit,1,1,HB,0,741
3270,1,7,3,0,1,No Deposit,0,1,HB,0,742
3280,0,21,8,0,0,No Deposit,0,0,HB,0,743
3292,1,2,0,0,1,No Deposit,0,2,BB,0,744
3302,0,6,2,0,1,No Deposit,1,0,BB,0,745
3304,0,1,1,0,0,No Deposit,0,0,FB,0,746
3307,1,1,1,0,0,No Deposit,0,0,FB,0,747
3315,0,1,1,0,3,No Deposit,0,0,FB,0,748
3316,0,1,1,0,2,No Deposit,0,0,BB,0,749
3319,0,1,1,0,1,No Deposit,0,0,FB,0,750
3336,0,1,2,0,1,No Deposit,0,2,HB,0,751
3337,0,1,2,0,2,No Deposit,0,2,HB,0,752
3340,1,1,2,0,0,Non Refund,0,0,FB,0,753
3346,1,1,2,0,0,No Deposit,0,0,Undefined,0,754
3357,0,1,2,0,4,No Deposit,0,0,Undefined,0,755
3363,0,1,2,0,0,No Deposit,0,0,Undefined,0,756
3410,0,1,2,0,0,No Deposit,1,2,HB,0,757
3424,0,1,2,0,1,No Deposit,0,0,Undefined,0,758
3427,0,0,2,0,0,No Deposit,0,0,HB,0,759
3446,0,20,8,0,0,No Deposit,0,1,BB,0,760
3448,0,1,0,0,2,No Deposit,0,2,BB,0,761
3459,1,13,6,0,0,No Deposit,0,2,BB,0,762
3469,0,13,6,0,0,No Deposit,0,0,BB,0,763
3470,1,13,6,0,0,No Deposit,0,0,BB,0,764
3473,0,2,2,0,1,No Deposit,1,1,BB,0,765
3474,0,3,2,0,1,No Deposit,1,0,BB,0,766
3475,1,1,0,0,0,Non Refund,0,0,FB,0,767
3502,1,2,2,0,1,No Deposit,0,1,BB,0,768
3503,1,9,4,0,0,No Deposit,0,2,BB,0,769
3504,1,9,4,0,0,No Deposit,0,1,BB,0,770
3527,0,5,0,0,0,No Deposit,1,1,BB,0,771
3554,0,4,0,0,1,No Deposit,1,1,HB,0,772
3555,0,0,0,0,1,No Deposit,0,0,HB,0,773
3556,0,0,0,0,1,No Deposit,0,1,HB,0,774
3570,0,3,0,0,0,No Deposit,0,3,BB,0,775
3599,1,1,0,0,1,Non Refund,0,0,BB,0,776
3620,1,6,2,0,1,No Deposit,0,1,BB,0,777
3621,0,6,4,0,0,No Deposit,1,0,BB,0,778
3623,1,0,2,0,1,No Deposit,0,0,HB,0,779
3624,0,0,2,0,0,No Deposit,1,1,BB,0,780
3639,1,8,3,0,0,No Deposit,0,1,BB,0,781
3646,1,8,2,0,1,No Deposit,0,2,BB,0,782
3647,0,3,0,0,0,No Deposit,1,1,HB,0,783
3648,0,4,0,0,0,No Deposit,0,0,Undefined,0,784
3661,0,4,0,0,1,No Deposit,0,0,Undefined,0,785
3666,0,4,0,0,2,No Deposit,0,0,Undefined,0,786
3684,0,4,1,0,1,No Deposit,0,0,SC,0,787
3701,0,4,0,0,3,No Deposit,0,0,Undefined,0,788
3705,0,4,0,0,5,No Deposit,0,0,HB,0,789
3708,0,4,2,0,1,No Deposit,0,0,SC,0,790
3712,0,1,0,0,1,No Deposit,1,1,HB,0,791
3714,0,2,0,0,3,No Deposit,0,1,BB,0,792
3717,0,2,0,0,1,No Deposit,0,0,HB,0,793
3745,1,1,0,0,0,Non Refund,0,0,HB,0,794
3784,1,20,8,0,0,No Deposit,0,0,Undefined,0,795
3785,0,1,0,0,0,No Deposit,1,1,HB,0,796
3787,0,4,0,0,2,No Deposit,1,1,BB,0,797
3804,1,20,8,0,0,No Deposit,0,0,BB,0,798
3816,1,10,2,0,0,No Deposit,0,0,BB,0,799
3817,1,10,2,0,0,No Deposit,0,1,BB,0,800
3820,1,30,12,0,0,No Deposit,0,0,BB,0,801
3839,0,2,0,0,0,No Deposit,1,0,HB,0,802
3844,1,1,0,0,0,No Deposit,0,1,HB,0,803
3845,1,0,1,0,0,No Deposit,0,1,HB,0,804
3850,0,30,12,0,0,No Deposit,0,0,BB,0,805
3871,1,3,0,0,1,No Deposit,0,1,BB,0,806
3872,1,15,5,0,0,No Deposit,0,0,BB,0,807
3878,1,19,7,0,0,No Deposit,0,1,BB,0,808
3879,1,19,7,0,1,No Deposit,0,1,BB,0,809
3885,1,8,4,0,0,No Deposit,0,1,BB,0,810
3920,1,2,2,0,1,No Deposit,0,0,HB,0,811
3939,0,3,1,0,1,No Deposit,1,2,BB,0,812
3968,1,3,1,0,0,Non Refund,0,0,BB,0,813
3989,1,2,0,0,0,Non Refund,0,0,FB,0,814
3992,0,2,0,0,0,No Deposit,0,0,Undefined,0,815
3993,0,2,0,0,1,No Deposit,0,0,Undefined,0,816
3998,1,2,0,0,0,Non Refund,0,0,HB,0,817
4127,1,0,0,0,0,No Deposit,0,0,SC,0,818
4132,1,5,1,0,0,No Deposit,0,3,BB,0,819
4134,0,5,1,0,1,No Deposit,0,3,BB,0,820
4136,1,6,3,0,0,No Deposit,0,0,BB,0,821
4154,1,1,0,0,1,No Deposit,0,2,HB,0,822
4165,1,4,2,0,1,No Deposit,0,0,HB,0,823
4182,0,20,8,0,2,No Deposit,0,0,HB,0,824
4188,1,2,1,0,0,Non Refund,0,0,Undefined,0,825
4237,1,1,1,0,0,No Deposit,0,0,Undefined,0,826
4262,1,1,1,0,1,No Deposit,0,0,HB,0,827
4263,1,2,2,0,0,No Deposit,0,3,BB,0,828
4266,1,0,1,0,1,No Deposit,0,1,BB,0,829
4268,1,0,2,0,2,No Deposit,0,0,BB,0,830
4272,1,7,3,0,0,No Deposit,0,1,BB,0,831
4276,1,3,0,0,1,No Deposit,0,2,HB,0,832
4289,1,5,2,0,0,Non Refund,0,0,HB,0,833
4323,1,15,6,0,0,Non Refund,0,0,HB,0,834
4357,1,5,1,0,0,No Deposit,0,0,Undefined,0,835
4370,0,10,4,0,4,No Deposit,0,0,BB,0,836
4371,1,3,0,0,1,No Deposit,0,0,HB,0,837
4379,1,9,2,0,0,No Deposit,0,0,HB,0,838
4398,1,1,1,0,0,Non Refund,0,0,BB,0,839
4401,1,3,2,0,1,No Deposit,0,0,HB,0,840
4406,1,0,1,0,2,No Deposit,0,1,BB,0,841
4416,1,10,3,0,0,No Deposit,0,0,BB,0,842
4425,0,3,0,0,1,No Deposit,1,1,BB,0,843
4427,0,9,2,0,1,No Deposit,0,1,BB,0,844
4432,1,2,0,0,1,No Deposit,0,0,HB,0,845
4454,1,1,0,0,1,No Deposit,0,1,HB,0,846
4479,1,6,2,0,1,No Deposit,0,1,HB,0,847
4484,1,1,2,0,1,No Deposit,0,2,BB,0,848
4486,0,2,2,0,0,No Deposit,0,0,FB,0,849
4489,0,2,2,0,0,No Deposit,1,0,FB,0,850
4494,1,4,2,0,2,No Deposit,0,0,FB,0,851
4505,1,4,1,0,1,No Deposit,0,0,HB,0,852
4532,0,3,0,0,0,No Deposit,0,0,Undefined,0,853
4533,0,3,0,0,1,No Deposit,0,0,Undefined,0,854
4550,1,3,0,0,1,No Deposit,0,0,FB,0,855
4561,1,3,0,0,0,No Deposit,0,0,Undefined,0,856
4597,1,3,0,0,0,No Deposit,0,0,FB,0,857
4604,1,3,1,0,0,Non Refund,0,0,FB,0,858
4610,0,3,1,0,1,No Deposit,0,0,SC,0,859
4639,1,3,1,0,1,No Deposit,0,2,BB,0,860
4646,0,3,1,0,0,No Deposit,0,0,SC,0,861
4674,1,1,2,0,0,No Deposit,0,1,HB,0,862
4678,1,4,2,0,2,No Deposit,0,0,BB,0,863
4680,1,4,2,0,1,No Deposit,0,2,BB,0,864
4693,1,5,1,0,1,No Deposit,0,2,BB,0,865
4714,0,5,1,0,2,No Deposit,0,0,BB,0,866
4715,1,5,1,0,2,No Deposit,0,1,BB,0,867
4723,0,4,1,0,2,No Deposit,0,0,BB,0,868
4724,0,4,1,0,2,No Deposit,1,0,BB,0,869
4732,0,4,1,0,2,No Deposit,0,1,BB,0,870
4736,0,0,0,0,2,No Deposit,0,0,BB,0,871
4737,0,3,0,0,1,Refundable,0,0,BB,0,872
4745,0,3,0,0,1,Refundable,1,0,BB,0,873
4746,0,3,0,0,2,Refundable,0,0,BB,0,874
4752,0,3,0,0,2,Refundable,1,0,BB,0,875
4760,0,3,1,0,1,Refundable,0,0,BB,0,876
4761,0,3,1,0,0,Refundable,0,0,BB,0,877
4769,1,3,1,0,0,Refundable,0,0,BB,0,878
4783,0,3,1,0,2,Refundable,0,0,BB,0,879
4788,0,3,1,0,3,Refundable,0,0,BB,0,880
4795,0,3,2,0,1,Refundable,0,0,BB,0,881
4802,1,13,4,0,0,No Deposit,0,1,BB,0,882
4804,0,2,0,0,0,Non Refund,0,0,BB,0,883
4818,1,0,2,0,1,No Deposit,0,2,BB,0,884
4825,0,1,1,0,1,Non Refund,0,0,HB,0,885
4826,0,1,1,0,0,Non Refund,0,0,HB,0,886
4839,0,1,1,0,2,Non Refund,0,0,HB,0,887
4841,1,1,1,0,0,Non Refund,0,0,HB,0,888
4857,0,1,1,0,1,Non Refund,0,1,HB,0,889
4868,0,3,1,0,4,No Deposit,0,0,SC,0,890
4917,0,6,2,0,0,No Deposit,0,0,HB,0,891
4964,0,5,2,0,4,No Deposit,0,0,HB,0,892
4965,0,11,6,0,6,No Deposit,0,0,SC,0,893
5038,1,3,1,0,2,No Deposit,0,0,BB,0,894
5057,1,1,1,0,1,Non Refund,0,0,HB,0,895
5087,0,2,2,0,2,No Deposit,0,0,SC,0,896
5100,1,5,4,0,1,Non Refund,0,0,HB,0,897
5102,0,1,1,0,1,No Deposit,0,1,HB,0,898
5118,0,1,1,0,2,No Deposit,0,0,SC,0,899
5156,0,7,3,0,0,No Deposit,0,2,BB,0,900
5188,1,5,2,0,1,Non Refund,0,0,HB,0,901
5189,1,7,2,0,1,No Deposit,0,0,BB,0,902
5190,1,10,4,0,0,No Deposit,0,2,HB,0,903
5205,0,2,1,0,1,No Deposit,0,0,Undefined,0,904
5211,0,2,1,0,2,No Deposit,0,1,Undefined,0,905
5212,0,2,1,0,1,No Deposit,0,1,Undefined,0,906
5223,1,2,1,0,2,No Deposit,0,0,FB,0,907
5225,0,2,1,0,2,No Deposit,0,0,Undefined,0,908
5232,1,2,1,0,0,No Deposit,0,0,FB,0,909
5236,1,2,1,0,1,No Deposit,0,0,FB,0,910
5251,0,5,2,0,1,No Deposit,0,1,FB,0,911
5274,0,5,2,0,2,No Deposit,0,2,BB,0,912
5281,1,2,2,0,0,Non Refund,0,0,FB,0,913
5315,1,2,1,0,0,Non Refund,0,0,BB,0,914
5344,1,24,9,0,0,No Deposit,0,0,BB,0,915
5377,1,3,0,0,1,No Deposit,0,0,Undefined,0,916
5384,1,5,2,0,1,No Deposit,0,0,FB,0,917
5438,1,2,2,0,0,Non Refund,0,0,HB,0,918
5465,1,5,2,0,4,No Deposit,0,0,HB,0,919
5477,1,7,2,0,3,No Deposit,0,0,BB,0,920
5577,0,5,1,0,3,No Deposit,0,1,BB,0,921
5587,0,7,3,0,1,No Deposit,0,0,HB,0,922
5588,0,7,3,0,1,No Deposit,0,0,BB,0,923
5596,1,7,2,0,2,No Deposit,0,0,HB,0,924
5603,1,2,0,0,2,No Deposit,0,1,BB,0,925
5624,1,3,2,0,2,No Deposit,0,0,BB,0,926
5639,1,1,2,0,0,No Deposit,0,3,BB,0,927
5649,1,0,2,0,1,No Deposit,0,1,BB,0,928
5661,1,5,4,0,0,No Deposit,0,0,BB,0,929
5664,0,7,4,0,0,No Deposit,0,1,HB,0,930
5703,0,8,2,0,0,No Deposit,0,0,HB,0,931
5711,1,2,0,0,3,No Deposit,0,0,HB,0,932
5762,0,8,2,0,0,No Deposit,0,2,BB,0,933
5822,0,1,1,0,2,No Deposit,0,0,HB,0,934
5835,1,0,1,0,0,Non Refund,0,0,BB,0,935
